"상품명","평가일","수익률"
"풍차12","2026-02-18","0.33535075"
"금종세A","2026-02-18","0.03537715613"
"금종세B","2026-02-18","0.04405753484"
"핵위월","2026-02-18","0.138532381"
"핵위월2","2026-02-18","0.2290434783"
"해외투자","2026-02-18","-0.02420293478"
"ISA","2026-02-18","0.2333080561"
"풍차1","2026-03-15","0.384829"
"풍차2","2026-03-15","0.3631065"
"풍차3","2026-03-15","0.26054675"
"풍차4","2026-03-15","0.574623"
"풍차5","2026-03-15","0.406929"
"풍차6","2026-03-15","0.39320375"
"풍차7","2026-03-15","0.34041675"
"풍차8","2026-03-15","0.3979015"
"풍차9","2026-03-15","0.34077675"
"풍차10","2026-03-15","0.2849555"
"풍차11","2026-03-15","0.22166"
"풍차12","2026-03-15","0.325507"
"금종세A","2026-03-15","0.02834762748"
"금종세B","2026-03-15","0.04278567458"
"핵위월","2026-03-15","0.1432471429"
"핵위월2","2026-03-15","0.2312673913"
"해외투자","2026-03-15","-0.02942271739"
"ISA","2026-03-15","0.2414837573"
"풍차1","2026-04-15","0.43832875"
"풍차2","2026-04-15","0.383213"
"풍차3","2026-04-15","0.27115225"
"풍차4","2026-04-15","0.61006325"
"풍차5","2026-04-15","0.44255575"
"풍차6","2026-04-15","0.4109435"
"풍차7","2026-04-15","0.378833"
"풍차8","2026-04-15","0.41862475"
"풍차9","2026-04-15","0.38820925"
"풍차10","2026-04-15","0.308044"
"풍차11","2026-04-15","0.267397"
"풍차12","2026-04-15","0.36645575"
"금종세A","2026-04-15","0.06315807988"
"금종세B","2026-04-15","0.07366557535"
"핵위월","2026-04-15","0.1924059524"
"핵위월2","2026-04-15","0.2811769565"
"해외투자","2026-04-15","0.0205401087"
"ISA","2026-04-15","0.3604144626"
"풍차1","2026-05-15","60.95"
"풍차2","2026-05-15","48"
"풍차3","2026-05-15","37.74"
"풍차4","2026-05-15","80.66"
"풍차5","2026-05-15","55.81"
"풍차6","2026-05-15","51.7"
"풍차7","2026-05-15","47.97"
"풍차8","2026-05-15","50.27"
"풍차9","2026-05-15","54.97"
"풍차10","2026-05-15","39.21"
"풍차11","2026-05-15","37.68"
"풍차12","2026-05-15","49.94"
"해외투자","2026-05-15","9.9"
"해외투자_정은","2026-05-15","2.19"
"ISA","2026-05-15","32.69"
"ISA_정은","2026-05-15","5.61"
"풍차1","2026-05-15","60.95"
"풍차2","2026-05-15","48"
"풍차3","2026-05-15","37.74"
"풍차4","2026-05-15","80.66"
"풍차5","2026-05-15","55.81"
"풍차6","2026-05-15","51.7"
"풍차7","2026-05-15","47.97"
"풍차8","2026-05-15","50.27"
"풍차9","2026-05-15","54.97"
"풍차10","2026-05-15","39.21"
"풍차11","2026-05-15","37.68"
"풍차12","2026-05-15","49.94"
"해외투자","2026-05-15","9.9"
"해외투자_정은","2026-05-15","2.19"
"ISA","2026-05-15","32.69"
"ISA_정은","2026-05-15","5.61"
"풍차1","2026-06-17","68.86"
"풍차2","2026-06-17","55.88"
"풍차3","2026-06-17","40.89"
"풍차4","2026-06-17","85"
"풍차5","2026-06-17","59.46"
"풍차6","2026-06-17","55.32"
"풍차7","2026-06-17","54.78"
"풍차8","2026-06-17","49.04"
"풍차9","2026-06-17","64.55"
"풍차10","2026-06-17","43.27"
"풍차11","2026-06-17","43.77"
"풍차12","2026-06-17","59.4"
"해외투자","2026-06-17","14.21"
"해외투자_정은","2026-06-17","5.65"
"ISA","2026-06-17","46.65"
"ISA_정은","2026-06-17","8.97"
"풍차1","2026-07-15","53.57"
"풍차2","2026-07-15","42.53"
"풍차3","2026-07-15","28.85"
"풍차4","2026-07-15","63.84"
"풍차5","2026-07-15","47.17"
"풍차6","2026-07-15","42.42"
"풍차7","2026-07-15","39.65"
"풍차8","2026-07-15","37.14"
"풍차9","2026-07-15","46.23"
"풍차10","2026-07-15","32.5"
"풍차11","2026-07-15","32.92"
"풍차12","2026-07-15","44.7"
"해외투자","2026-07-15","12.45"
"해외투자_정은","2026-07-15","6.27"
"ISA","2026-07-15","35.79"
"ISA_정은","2026-07-15","6.73"
